full_name,position_short_name,org_name,org_country
Ajit Gulabchand,Chairman and Managing Director,HCC Ltd,India
Roshni Nadar Malhotra,Chief Executive Officer,HCL Corporation Ltd,India
Shikhar Malhotra,Vice-Chairman,HCL Healthcare,India
Pawan Munjal,"Chairman, Managing Director and Chief Executive Officer",Hero Group,India
Rajat Bhargava,"Head, Strategy and Performance Transformation; Head, Global Business",Hero Motocorp Ltd,India
Mukesh Kumar Surana,Chairman and Managing Director,Hindustan Petroleum Corporation Ltd,India
Ratul Puri,Chairman,Hindustan Powerprojects Private Limited ,India
Sri Venkata Ramakumar Sankara,"Director, Research and Development",Indian Oil Corporation Ltd,India
Sanjiv Singh,Chairman,Indian Oil Corporation Ltd,India
Neelam Chhiber,Managing Director,Industree/Mother Earth,India
Nandan Nilekani,Chairman,Infosys Limited,India
Salil S. Parekh,Chief Executive Officer and Managing Director,Infosys Limited,India
Siddharth Jain,Director,INOX Group,India
Kanika Tekriwal,Founder and Chief Executive Officer,JetSetGo,India
Sajjan Jindal,Chairman,JSW Group,India
Shyam Sunder Bhartia,Founder and Chairman,Jubilant Bhartia Group,India
Hari S. Bhartia,Founder and Co-Chairman,Jubilant Bhartia Group,India
Neel C. Raheja,Group President,K. Raheja Corp. Pvt. Ltd,India
Manish Kejriwal,Managing Partner,Kedaara Capital,India
Uday S. Kotak,Managing Director and Chief Executive Officer,Kotak Mahindra Bank Ltd,India
Ramesh Iyer,Vice-Chairman and Managing Director,Mahindra & Mahindra Financial Services,India
Pawan Goenka,Managing Director,Mahindra Group,India
Anand Mahindra,Chairman,Mahindra Group,India
Sangeeta Prasad,Managing Director and Chief Executive Officer,Mahindra Lifespace Developers Limited,India
Varun Venugopal Gupta,"Director, Sustainable Growth",Mindful Life Mindful Work,India
Neeraj Bharadwaj,Director,Modern Ultrapower Limited,India
Samir Saran,President,Observer Research Foundation ,India
Shashi Shanker,Chairman and Managing Director,Oil and Natural Gas Corporation Ltd ,India
Girija Shankar Chaturvedi,"Director, Exploration",ONGC Videsh Limited,India
Madhur Deora,Chief Financial Officer and Senior Vice- President,Paytm,India
Ajay G. Piramal,Chairman,Piramal Enterprises Limited ,India
Mukesh D. Ambani,Chairman and Managing Director,Reliance Industries Limited,India
Nita Ambani,Director,Reliance Industries Limited,India
Nikhil Meswani,Executive Director,Reliance Industries Limited,India
Akash Ambani,Director,Reliance Jio Infocomm Limited,India
Isha Ambani,Director,Reliance Retail Limited,India
Sumant Sinha,Chairman and Chief Executive Officer,ReNew Power Limited,India
Manoj Menda,Corporate Chairman,RMZ Corp.,India
Bhairavi Jani,Executive Director,SCA Group of Companies,India
GV Ravi Shankar,Managing Director,Sequoia Capital India Advisors Private Limited,India
Adar C. Poonawalla,Chief Executive Officer,Serum Institute of India Ltd,India
Kezevino Aram,Director,Shanti Ashram,India
Mayuri Bhattacharjee,Director and Programme Head,Sikun Relief Foundation,India
Ajay Singh,Chairman and Managing Director,SpiceJet Ltd,India
Anant Raj Kanoria,Director,SREI Infrastructure Finance Limited,India
Sunil Kanoria,Vice-Chairman,SREI Infrastructure Finance Limited,India
Dinesh Kumar Khara,"Managing Director, Global Banking and Subsidiaries",State Bank of India,India
Shiv Vikram Khemka,Vice-Chairman,SUN Group,India
Israel Makov,Chairman,Sun Pharmaceutical Industries Ltd,India
Tulsi Tanti,Chairman,Suzlon Energy Limited,India
Nidhi Tanti,"Vice-President; Head, Business Review Committee and New Business",Suzlon Energy Limited,India
Aarthi Subramanian,"Executive Director, Board of Directors",Tata Consultancy Services,India
Natarajan Chandrasekaran,Chairman,Tata Consultancy Services Ltd,India
Natarajan Ganapathy Subramaniam,Chief Operating Officer,Tata Consultancy Services Ltd,India
Rajesh Gopinathan,Chief Executive Officer and Managing Director,Tata Consultancy Services Ltd,India
Banmali Agrawala,"President, Infrastructure, Defence and Aerospace",Tata Sons Ltd,India
Thachat Viswanath Narendran,"Chief Executive Officer and Managing Director, Tata Steel",Tata Sons Ltd,India
Chander Prakash Gurnani,Managing Director and Chief Executive Officer,Tech Mahindra Limited,India
Pradeep Koneru,Business Head,Trimex Industries Ltd,India
Dhruv Manmohan Sawhney,Chairman and Managing Director,Triveni Turbine Limited,India
Jai Shroff,Global Chief Executive Officer,UPL Ltd,India
Dipali Goenka,Chief Executive Officer and Joint Managing Director,Welspun Corp Ltd,India
Saurabh Govil,President and Chief Human Resources Officer,Wipro,India
Aparna Iyer,Vice-President and Corporate Treasurer,Wipro Limited,India
Azim H. Premji,Chairman,Wipro Limited,India
Rishad Premji,Chief Strategy Officer and Member of the Board,Wipro Limited,India
"Krishnamurthy ""Gopi"" Gopalakrishnan",Founder and President,World Health Partners,India
Punit Goenka,Managing Director and Chief Executive Officer,Zee Entertainment Enterprises Limited ,India
Rosan Perkasa Roeslani,Chairman,Indonesian Chamber of Commerce and Industry ,Indonesia
James T. Riady,"Founder and Honorary Chairman, Siloam Hospitals Group",Lippo Group,Indonesia
John Riady,Group Executive Director,Lippo Group,Indonesia
Prijono Sugiarto,President and Chief Executive Officer,PT Astra International Tbk,Indonesia
Anindya Novyan Bakrie,Executive Chairman,PT Bakrie Global Ventura ,Indonesia
Hartadi Agus Sarwono,Chairman,PT Bank Mandiri  Tbk,Indonesia
Kartika Wirjoatmodjo,Chief Executive Officer,PT Bank Mandiri  Tbk,Indonesia
Husodo Angkosubroto,Chairman,PT Gunung Sewu Kencana,Indonesia
Axton Salim,Director and Member of the Board,PT Indofood CBP Sukses Makmur Tbk,Indonesia
Ratih Dewihandajani,Executive Director,PT Indonesia Asahan Aluminium,Indonesia
Iim Fahima Jachja,Founder and Chief Executive Officer,Queenrides,Indonesia
William Tanuwidjaja,Founder and Chief Executive Officer,Tokopedia,Indonesia
Evelina Fadil Pietruschka,Chairperson,WanaArtha Life,Indonesia
Jürgen Rigterink,First Vice-President,European Bank for Reconstruction and Development ,INT
Karin Finkelston,"Vice-President, Partnerships, Communications and Outreach",International Finance Corporation ,INT
Inger Andersen,Director-General,International Union for Conservation of Nature ,INT
Francesca Colombo,"Head, Health Division",Organisation for Economic Co- operation and Development ,INT
H.R.H. Prince Jaime de Bourbon de Parme,"Senior Adviser, Private Sector Partnerships",United Nations High Commissioner for Refugees ,INT
Basima Abdulrahman,Founder and Chief Executive Officer,KESK Green Building Consulting,Iraq
Caroline Casey,Founder,Binc,Ireland
Oded Eran,Chairman,Bank Hapoalim BM,Israel
David Brodet,Chairman of the Board of Directors,Bank Leumi Le-Israel BM,Israel
Gadi Evron,Founder and Chief Executive Officer,Cymmetria Inc.,Israel
Yossi Vardi,Chairman,International Technologies,Israel
Chen Linchevski,Chief Executive Officer,Precognize,Israel
Irad Eichler,Founder,Shekulo Tov,Israel
Paolo Merloni,Executive Chairman,Ariston Thermo SpA,Italy
Giovanni Bossi,Chief Executive Officer,Banca IFIS SpA,Italy
Massimo Tononi,Chairman,Cassa Depositi e Prestiti SpA,Italy
Ernesto Ciorra,Chief Innovability Officer,Enel SpA,Italy
Francesco Starace,Chief Executive Officer and General Manager,Enel SpA,Italy
Claudio Descalzi,Chief Executive Officer,Eni SpA,Italy
Emma Marcegaglia,Chairman,Eni SpA,Italy
Bernard Hoekman,Director,European University Institute,Italy
Philippe Roger Donnet,Chief Executive,Generali,Italy
Timothy Ryan,"Chief Investment Officer and Chief Executive Officer, Asset and Wealth Management",Generali,Italy
Mario Moretti Polegato,Chairman,Geox SpA,Italy
Lorena Dellagiovanna,"Chief Executive, South Europe",Hitachi Europe SRL,Italy
Andrea Illy,Chairman,illycaffè SpA,Italy
Stefano Lucchini,Chief Institutional Affairs and External Communication Officer,Intesa Sanpaolo SpA,Italy
Carlo Messina,Chief Executive Officer,Intesa Sanpaolo SpA,Italy
Stefano Scabbio,"President, Mediterranean, Northern and Eastern Europe",ManpowerGroup,Italy
Alberto Nagel,Chief Executive Officer,Mediobanca SpA,Italy
Francesco Caio,Chairman,Saipem SpA,Italy
Nerio Alessandri,Founder and Chairman,Technogym SpA,Italy
Erica Alessandri,Member of the Board,Technogym SpA,Italy
Carlo Cimbri,Chief Executive Officer,Unipol Gruppo SpA,Italy
Mariame McIntosh Robinson,President and Chief Executive Officer,First Global Bank Ltd,Jamaica
Shinya Katanozaka,President and Chief Executive Officer,ANA Holdings Inc.,Japan
Hiroko Kuniya,"Special Editor-in-Chief, GLOBE",Asahi Shimbun,Japan
Miki Tsusaka,Chief Marketing Officer,Boston Consulting Group,Japan
Takashi Hibino,Chairman of the Board,Daiwa Securities Group Inc.,Japan
Keiko Tashiro,"Senior Executive Managing Director, Head of Overseas Operations",Daiwa Securities Group Inc.,Japan
Masato Nakagawa,"Executive Fellow, Global Technical Affairs",DENSO Corporation,Japan
Hiroyuki Wakabayashi,Executive Vice-President and Member of the Board,DENSO Corporation,Japan
Hiroshi Igarashi,Executive Vice-President,Dentsu Inc.,Japan
Chieko Ouchi,Executive Officer; Corporate Branding Officer,Dentsu Inc.,Japan
Yasushi Kinoshita,Chairman,Development Bank of Japan Inc. ,Japan
Satoshi Tomii,"Chief Investment Officer, Member of the Board of Directors, Managing Executive Officer",Development Bank of Japan Inc. ,Japan
Nobuhiko Sasaki,"Vice-Chairman; Senior Executive Vice- President, Public Policy and Business Development, Responsible Business",Fujitsu Limited,Japan
Yoshito Hori,"President, GLOBIS University; Managing Partner, GLOBIS Capital Partners; Chairman and Chief Executive Officer",GLOBIS Corporation,Japan
Kentaro Ichiki,"Founder and Editor-in-Chief, WHERE ART and SCIENCE FALL IN LOVE",Hakuhodo Inc.,Japan
Toshiaki Higashihara,President and Chief Executive Officer,Hitachi Ltd,Japan
Keiji Kojima,Executive Vice-President; Executive Officer; Chief Information Security Officer,Hitachi Ltd,Japan
Hiroaki Nakanishi,Executive Chairman,Hitachi Ltd,Japan
Tadashi Maeda,Governor and Representative Director Cooperation (JBIC),Japan Bank for International,Japan
Masayuki Tanimoto,"Regional Head, Europe, Middle East and Africa",Japan Bank for International Cooperation ,Japan
Hiroyuki Ishige,Chairman and Chief Executive Officer Organization (JETRO),Japan External Trade,Japan
Masatsugu Nagato,President and Chief Executive Officer,Japan Post Holdings Co. Ltd,Japan
Hajime Nozawa,President and Chief Executive Officer Consulting Co. Ltd,JTB Tourism Research and,Japan
Masakazu Kubota,President and Director-General Federation),Keidanren ,Japan
Heizo Takenaka,Professor Emeritus,Keio University,Japan
Yoshimitsu Kobayashi,Chairman,Keizai Doyukai ,Japan
Keisuke Nishimura,Representative Director of the Board and Vice-President,Kirin Holdings Company Limited,Japan
Sadanobu Takemasu,"President and Chief Executive Officer, Representative Director and Chairman of the Board",Lawson Inc.,Japan
Yoichiro Ushioda,Chairman of the Board,LIXIL Group Corporation,Japan
Hirokazu Yamanashi,"Director, Representative Executive Officer and Chief Operating Officer",LIXIL Group Corporation,Japan
Teruo Asada,Chairman of the Board,Marubeni Corporation,Japan
Yutaka Shimazaki,"Executive Officer; General Manager, Executive Secretariat and Corporate Communications Department",Marubeni Corporation,Japan
Larry Meixner,"Managing Corporate Executive Officer, Chief Innovation Officer, Chief Technology Officer",Mitsubishi Chemical Holdings Corporation,Japan
Hitoshi Ochi,President and Chief Executive Officer Corporation,Mitsubishi Chemical Holdings,Japan
Ken Kobayashi,Chairman of the Board,Mitsubishi Corporation,Japan
Christina Ahmadjian,"Member of the Board; Member, Audit and Supervisory Committee",Mitsubishi Heavy Industries Ltd,Japan
Hitoshi Kaguchi,"Senior Vice-President, Business Strategy Office",Mitsubishi Heavy Industries Ltd,Japan
Shunichi Miyanaga,President and Chief Executive Officer,Mitsubishi Heavy Industries Ltd,Japan
Hideaki Omiya,Chairman of the Board,Mitsubishi Heavy Industries Ltd,Japan
Yoshihiro Shiraiwa,Executive Vice-President,Mitsubishi Heavy Industries Ltd,Japan
Yasuyuki Fujitani,"Senior Executive Managing Officer; Chief Operating Officer, Europe, Middle East and Africa",Mitsui & Co. Ltd,Japan
Tatsuo Yasunaga,President and Chief Executive Officer,Mitsui & Co. Ltd,Japan
Seiji Imai,Senior Managing Executive Officer,Mizuho Financial Group Inc.,Japan
Yasuhiro Sato,Chairman; Member of the Board of Directors,Mizuho Financial Group Inc.,Japan
Nobuyuki Hirano,President and Group Chief Executive Officer,MUFG ,Japan
Randall C. Chafetz,"Managing Executive Officer, Global Corporate and Investment Banking",MUFG Bank Ltd,Japan
Nobuhiro Endo,Chairman of the Board,NEC Corporation,Japan
Norihiko Ishiguro,Senior Executive Vice-President; Member of the Board,NEC Corporation,Japan
Tsuneo Kita,Chairman and Group Chief Executive Officer,Nikkei Inc.,Japan
Koji Nagai,President and Group Chief Executive Officer,Nomura Holdings Inc.,Japan
Hiroshi Ozaki,Chairman of the Board,Osaka Gas Co. Ltd,Japan
Hiroshi Mikitani,Chairman and Chief Executive Officer,Rakuten Inc.,Japan
Hisayuki Idekoba,COO and Senior Managing Executive Officer,Recruit Holdings Co. Ltd,Japan
Masumi Minegishi,"President, Chief Executive Officer and Representative Director",Recruit Holdings Co. Ltd,Japan
Tadashi Machida,President and Chief Operating Officer,SG Holdings Co. Ltd,Japan
Nigel Frudd,Managing Executive Officer,Sompo Holdings Inc.,Japan
Kengo Sakurada,President and Chief Executive Officer,Sompo Holdings Inc.,Japan
Kazuo Hirai,Chairman,Sony Corporation,Japan
Shinji Naito,Group Executive Officer,SPARX Group Co. Ltd,Japan
Marc Vermeire,Managing Executive Officer,Sumitomo Chemical Co. Ltd,Japan
Masayuki Hyodo,"Director, President and Chief Executive Officer",Sumitomo Corporation,Japan
Hideki Yamano,"Director, Managing Executive Officer",Sumitomo Corporation,Japan
Masahiko Oshima,Senior Managing Executive Officer Corporation,Sumitomo Mitsui Banking,Japan
Makoto Takashima,President and Chief Executive Officer Corporation,Sumitomo Mitsui Banking,Japan
Vincent Ambrosino,Executive Officer,Suntory Holdings Limited,Japan
Tomomi Fukumoto,"Executive Officer; Chief Operating Officer, Corporate Sustainability Division",Suntory Holdings Limited,Japan
Akira Haraguchi,Executive Officer,Suntory Holdings Limited,Japan
Tak Niinami,Chief Executive Officer,Suntory Holdings Limited,Japan
Yoshihito Suda,"Executive Officer, Chief Research Officer",Suntory Holdings Limited,Japan
Christophe Weber,President and Chief Executive Officer Company Limited,Takeda Pharmaceutical,Japan
Toshiyuki Inoko,Founder,teamLab,Japan
Jun Suzuki,President and Chief Executive Officer; Representative Director of the Board,Teijin Ltd,Japan
Tadashi Handa,Managing Executive Officer,Tokio Marine Holdings,Japan
Tsuyoshi Nagano,"President, Group Chief Executive Officer",Tokio Marine Holdings,Japan
Nobuaki Kurumatani,Chairman and Chief Executive Officer,Toshiba Corporation,Japan
Yoshitake Yamaguchi,"Senior Fellow; General Manager, Government and External Relations Office",Toshiba Corporation,Japan
Takeshi Uchiyamada,Chairman of the Board of Directors,Toyota Motor Corporation,Japan
John Ehara,Partner,Unison Capital Inc.,Japan
Tatsuya Hayashi,Partner,Unison Capital Inc.,Japan
Makiko Eda,"Chief Representative Officer, Japan, Member of the Executive Committee",World Economic Forum Japan,Japan
Mazen S. Darwazeh,"Vice-Chairman; Chief Executive, Middle East and North Africa and Emerging Markets",Hikma Pharmaceuticals Plc,Jordan
Paul Okumu,"Head, Secretariat",AfricaPlatform ,Kenya
Githinji Gitahi,Group Chief Executive Officer,Amref Health Africa,Kenya
Jesse Moore,Chief Executive Officer and Co-Founder,M-KOPA Solar,Kenya
Winnie Byanyima,Executive Director,Oxfam International,Kenya
Mohamed Muhsin Al- Beity,Associate,Savannah Fund,Kenya
Kennedy Odede,"President, Chief Executive Officer and Founder",Shining Hope for Communities ,Kenya
Liz Muange,"Deputy Director, Investment",USAID East Africa Trade and Investment Hub,Kenya
