name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
Craig McCaw,McCaw,craig-mccaw,craig-mccaw,-0.039,telecom,Telecom,M,United States,1547574901334,1763.143,1277,1277,//specials-images.forbesimg.com/imageserve/5a8ed8b831358e4955ae0801/416x416.jpg?background=000000&cropX1=2340&cropX2=3117&cropY1=334&cropY2=1110
Miao Shouliang,Miao,miao-shouliang,miao-shouliang,0,real estate,Real Estate,M,China,1547574901334,1864.457,1219,1219,//specials-images.forbesimg.com/imageserve/589d2e55a7ea431f32192a5e/416x416.jpg?background=000000&cropX1=29&cropX2=723&cropY1=103&cropY2=798
Gail Miller,Miller,gail-miller,gail-miller,0,"basketball, car dealers",Sports,F,United States,1547574901334,1426.1,1550,1550,//specials-images.forbesimg.com/imageserve/5a9097a931358e79a28a1fdd/416x416.jpg?background=000000&cropX1=1311&cropX2=2355&cropY1=550&cropY2=1593
Patrice Motsepe,Motsepe,patrice-motsepe,patrice-motsepe,22.933,mining,Metals & Mining,M,South Africa,1547574901333,2370.413,943,943,//specials-images.forbesimg.com/imageserve/5c33a54aa7ea4364f49fc635/416x416.jpg?background=000000&cropX1=86&cropX2=2474&cropY1=591&cropY2=2978
N.R. Narayana Murthy,Murthy,nr-narayana-murthy,nr-narayana-murthy,54.679,software services,Technology,M,India,1547574901333,2326.794,972,972,//specials-images.forbesimg.com/imageserve/55f78105e4b0ffa7afe49457/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=26&cropY2=770
Prajogo Pangestu,Pangestu,prajogo-pangestu,prajogo-pangestu,-19.095,petrochemicals,Diversified,M,Indonesia,1547574901333,3385.981,627,627,//specials-images.forbesimg.com/imageserve/7fc035d015165cccc99db74c89c9c5e8/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=0&cropY2=738
Florentino Perez,Perez,florentino-perez,florentino-perez,-20.966,construction,Construction & Engineering,M,Spain,1547574901333,2092.641,1102,1102,//specials-images.forbesimg.com/imageserve/5a810d9b4bbe6f2652f544ac/416x416.jpg?background=000000&cropX1=60&cropX2=2760&cropY1=282&cropY2=2984
Heloise Pratt,Pratt,heloise-pratt,no-pic-female,3.986,"manufacturing, investment",Manufacturing,F,Australia,1547574901334,1767.2,1274,1274,//specials-images.forbesimg.com/imageserve/5a7a55cf4bbe6f2652f4d5cf/416x416.jpg?background=000000&cropX1=108&cropX2=682&cropY1=79&cropY2=653
Jennifer Pritzker,Pritzker,jennifer-pritzker,jennifer-pritzker,0.532,"hotels, investments",Service,F,United States,1547574901334,1972.914,1163,1163,http://specials-images.forbesimg.com/imageserve/ddf023d2232062246fe213fe69078302/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=119&cropY2=863
Linda Pritzker,Pritzker,linda-pritzker,linda-pritzker,0,"hotels, investments",Service,F,United States,1547574901334,1958,1173,1173,//specials-images.forbesimg.com/imageserve/28dbf303ade0c2929ed7f04b8da8d7f4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
Antony Ressler,Ressler,antony-ressler,antony-ressler,24.965,finance,Finance and Investments,M,United States,1547574901334,1961.924,1167,1167,//specials-images.forbesimg.com/imageserve/5a8ed46831358e4955ae0767/416x416.jpg?background=000000&cropX1=1020&cropX2=1941&cropY1=240&cropY2=1161
J. Joe Ricketts,Ricketts,j-joe-ricketts,j-joe-ricketts,5.426,TD Ameritrade,Finance and Investments,M,United States,1547574901333,2137.994,1081,1081,//specials-images.forbesimg.com/imageserve/5ba663904bbe6f79516f6b14/416x416.jpg?background=000000&cropX1=1887&cropX2=3469&cropY1=873&cropY2=2456
Stephen Rubin,Rubin,stephen-rubin,stephen-rubin,296.455,sports apparel,Fashion & Retail,M,United Kingdom,1547574901333,2056.905,1125,1125,//specials-images.forbesimg.com/imageserve/56cc6ddbe4b062f6b59a516a/416x416.jpg?background=000000&cropX1=108&cropX2=739&cropY1=6&cropY2=638
Carlos Sanchez,Sanchez,carlos-sanchez,carlos-sanchez,0,generic drugs,Healthcare,M,Brazil,1547574901334,1821.792,1244,1244,//specials-images.forbesimg.com/imageserve/58a0f626a7ea431f32195be9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=29&cropY2=773
T. Denny Sanford,Sanford,t-denny-sanford,t-denny-sanford,0,"banking, credit cards",Finance and Investments,M,United States,1547574901333,2558.8,868,868,//specials-images.forbesimg.com/imageserve/5ba5a07631358e5690cdbd31/416x416.jpg?background=000000&cropX1=1125&cropX2=2515&cropY1=583&cropY2=1973
Klaus-Peter Schulenberg,Schulenberg,klaus-peter-schulenberg,klaus-peter-schulenberg,-17.121,ticketing service,Service,M,Germany,1547574901333,2169.788,1061,1061,//specials-images.forbesimg.com/imageserve/58c84fd631358e1a35acffa9/416x416.jpg?background=000000&cropX1=100&cropX2=593&cropY1=305&cropY2=798
Gerald Schwartz,Schwartz,gerald-schwartz,gerald-schwartz,2.939,finance,Finance and Investments,M,Canada,1547574901334,1567.306,1420,1420,//specials-images.forbesimg.com/imageserve/5a7bab08a7ea43169012f229/416x416.jpg?background=000000&cropX1=6&cropX2=2804&cropY1=789&cropY2=3589
Helmut Sohmen,Sohmen,helmut-sohmen,helmut-sohmen,-3.883,shipping,Logistics,M,Austria,1547574901334,1594.722,1403,1403,//specials-images.forbesimg.com/imageserve/ccad54e5f2f5a218d27defa679d96f3c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
Kerry Stokes,Stokes,kerry-stokes,kerry-stokes,55.355,"industrial equipment, media",Diversified,M,Australia,1547574901333,2955.936,739,739,//specials-images.forbesimg.com/imageserve/5a7a5a094bbe6f2652f4d634/416x416.jpg?background=000000&cropX1=118&cropX2=842&cropY1=2&cropY2=726
Sylvia Stroeher,Stroeher,sylvia-stroeher,no-pic-female,0,cosmetics,Fashion & Retail,F,Germany,1547574901334,1823.394,1243,1243,//specials-images.forbesimg.com/imageserve/5a7e504b4bbe6f2652f529a5/416x416.jpg?background=000000&cropX1=0&cropX2=2111&cropY1=642&cropY2=2754
Sun Qinghuan,Sun,sun-qinghuan,no-pic,,lighting,Technology,M,China,1518125471368,,,,
Arvind Tiku,Tiku,arvind-tiku,arvind-tiku,0,"oil & gas, investments",Energy,M,India,1547574901333,2125,1086,1086,//specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropX1=60&cropX2=711&cropY1=103&cropY2=754
Torsten Toeller,Toeller,torsten-toeller,torsten-toeller,0,pet food,Fashion & Retail,M,Germany,1547574901334,1196.518,1783,1783,//specials-images.forbesimg.com/imageserve/5a7e55cfa7ea431690132492/416x416.jpg?background=000000&cropX1=444&cropX2=3902&cropY1=0&cropY2=3456
Wang Changtian,Wang,wang-changtian,wang-changtian,25.817,"TV, movie production",Media & Entertainment,M,China,1547574901334,1813.2,1249,1249,//specials-images.forbesimg.com/imageserve/5a7cf2ad4bbe6f2652f510b3/416x416.jpg?background=000000&cropX1=3&cropX2=1134&cropY1=6&cropY2=1138
Urs Wietlisbach,Wietlisbach,urs-wietlisbach,urs-wietlisbach,40.887,private equity,Finance and Investments,M,Switzerland,1547574901333,2279.568,994,996,//specials-images.forbesimg.com/imageserve/56cc2f58e4b062f6b59a4fcd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=35&cropY2=779
Elaine Wynn,Wynn,elaine-wynn,elaine-wynn,6.403,"casinos, hotels",Gambling & Casinos,F,United States,1547574901334,1977.836,1159,1159,//specials-images.forbesimg.com/imageserve/5ba6773ba7ea434e4c696ddc/416x416.jpg?background=000000&cropX1=506&cropX2=2747&cropY1=0&cropY2=2241
Amy Wyss,Wyss,amy-wyss,amy-wyss,0,medical equipment,Healthcare,F,United States,1547574901334,1963.026,1165,1165,//specials-images.forbesimg.com/imageserve/55fb1546e4b0ffa7afe4b467/416x416.jpg?background=000000&cropX1=93&cropX2=632&cropY1=53&cropY2=593
Xiong Xuqiang,Xiong,xiong-xuqiang,xiong-xuqiang,0.253,real estate,Real Estate,M,Hong Kong,1547574901334,1360.008,1608,1608,//specials-images.forbesimg.com/imageserve/6ce9fb50a8c04c7a7738cc48510c1582/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=208&cropY2=952
Jon Yarbrough,Yarbrough,jon-yarbrough,jon-yarbrough,0,video games,Gambling & Casinos,M,United States,1547574901333,2211.35,1043,1043,//specials-images.forbesimg.com/imageserve/dd7552476d261280b2c8fcc28c43eb78/416x416.jpg?background=000000&cropX1=137&cropX2=577&cropY1=48&cropY2=488
"Richard Yuengling, Jr.",Yuengling,richard-yuengling-jr,richard-yuengling-jr,0,beer,Food and Beverage,M,United States,1547574901334,1131.782,1862,1862,//specials-images.forbesimg.com/imageserve/5a908941a7ea434a0c2720de/416x416.jpg?background=000000&cropX1=817&cropX2=3140&cropY1=1101&cropY2=3423
Aras Agalarov,Agalarov,aras-agalarov,aras-agalarov,0,real estate,Fashion & Retail,M,Russia,1547574901334,1630.661,1370,1370,//specials-images.forbesimg.com/imageserve/5a809e0231358e4955ad2a87/416x416.jpg?background=000000&cropX1=1345&cropX2=4046&cropY1=12&cropY2=2714
Maurice Alter,Alter,maurice-alter,maurice-alter,0,real estate,Real Estate,M,Australia,1547574901333,2141.001,1080,1080,//specials-images.forbesimg.com/imageserve/3a1cab8f76bd528ed69fa27d5456deba/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=8&cropY2=749
Roberto Angelini Rossi,Angelini Rossi,roberto-angelini-rossi,roberto-angelini-rossi,-0.001,"forestry, mining",Diversified,M,Chile,1547574901333,2067.838,1117,1117,//specials-images.forbesimg.com/imageserve/5a67596fa7ea4316901185cf/416x416.jpg?background=000000&cropX1=1582&cropX2=3501&cropY1=204&cropY2=2122
Carol Jenkins Barnett,Barnett,carol-jenkins-barnett,no-pic-female,0,Publix supermarkets,Food and Beverage,F,United States,1547574901334,1816.5,1247,1247,
Andrei Bokarev,Bokarev,andrei-bokarev,andrei-bokarev,0.42,"metals, mining",Manufacturing,M,Russia,1547574901334,1926.516,1195,1195,//specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropX1=1235&cropX2=3932&cropY1=8&cropY2=2703
Timothy Boyle,Boyle,timothy-boyle,timothy-boyle,11.694,Columbia Sportswear,Fashion & Retail,M,United States,1547574901333,2279.317,997,997,//specials-images.forbesimg.com/imageserve/57e3467831358e16c589cf0d/416x416.jpg?background=000000&cropX1=214&cropX2=657&cropY1=396&cropY2=839
Norman Braman,Braman,norman-braman,norman-braman,0,"art, car dealerships",Automotive,M,United States,1547574901333,2282.491,991,991,//specials-images.forbesimg.com/imageserve/5ba6575e4bbe6f79516f6aa6/416x416.jpg?background=000000&cropX1=468&cropX2=1160&cropY1=11&cropY2=703
Chang Yun Chung,Chang,chang-yun-chung,no-pic,0,shipping,Logistics,M,Singapore,1547574901333,2054.046,1126,1126,//specials-images.forbesimg.com/imageserve/5b50efcfa7ea434a797873fa/416x416.jpg?background=000000&cropX1=387&cropX2=1679&cropY1=0&cropY2=1290
Chen Xiaoying,Chen,chen-xiaoying,no-pic-female,,package delivery,Logistics,F,China,1518125504776,,,,
Jack Cowin,Cowin,jack-cowin,jack-cowin,-1.108,fast food,Food and Beverage,M,Australia,1547574901334,1720.418,1306,1306,//specials-images.forbesimg.com/imageserve/5a7a569931358e4955acc895/416x416.jpg?background=000000&cropX1=346&cropX2=2756&cropY1=5&cropY2=2414
Cui Lijie,Cui,cui-lijie,no-pic-female,,gambling,Gambling & Casinos,F,Hong Kong,1538748800953,,,,//specials-images.forbesimg.com/imageserve/590cb1d24bbe6f09a17a72d2/416x416.jpg?background=000000&cropX1=1189&cropX2=3189&cropY1=140&cropY2=2140
Ana Lucia de Mattos Barretto Villela,de Mattos Barretto Villela,ana-lucia-de-mattos-barretto-villela,no-pic-female,-21.498,banking,Finance and Investments,F,Brazil,1547574901333,2269.176,1005,1005,//specials-images.forbesimg.com/imageserve/58a0f2e44bbe6f0e55869e21/416x416.jpg?background=000000&cropX1=196&cropX2=510&cropY1=358&cropY2=672
Sanford Diller,Diller,sanford-diller,no-pic,,real estate,Real Estate,M,United States,1519762760843,,,,
Fritz Draexlmaier,Draexlmaier,fritz-draexlmaier,fritz-draexlmaier,0,auto parts,Automotive,M,Germany,1547574901334,1142.867,1844,1844,//specials-images.forbesimg.com/imageserve/4918482bf6002ee65717261954ba7148/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=44&cropY2=788
Gabriel Escarrer,Escarrer,gabriel-escarrer,gabriel-escarrer,2.739,hotels,Service,M,Spain,1547574901334,1349.968,1619,1619,//specials-images.forbesimg.com/imageserve/df40e1019bd1c4fc6579a741386a6cad/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=103&cropY2=847
Yakir Gabay,Gabay,yakir-gabay,no-pic,28.472,real estate,Real Estate,M,Cyprus,1547574901333,3338.501,640,640,//specials-images.forbesimg.com/imageserve/58acca0e31358e1a35abc938/416x416.jpg?background=000000&cropX1=68&cropX2=719&cropY1=24&cropY2=675
Harsh Goenka,Goenka,harsh-goenka,harsh-goenka,-4.126,diversified,Diversified,M,India,1547574901334,1956.51,1174,1174,//specials-images.forbesimg.com/imageserve/5bad56044bbe6f1f844e9df0/416x416.jpg?background=000000&cropX1=479&cropX2=2196&cropY1=86&cropY2=1802
Suat Gunsel,Gunsel,suat-gunsel,suat-gunsel,0,"real estate, education",Real Estate,M,Cyprus,1547574901334,1658.69,1349,1349,//specials-images.forbesimg.com/imageserve/32ae3665d79edb059b0d655c2f4ac964/416x416.jpg?background=000000&cropX1=118&cropX2=664&cropY1=127&cropY2=673
He Simo,He,he-simo,no-pic,,power supply manufacturer,Manufacturing,M,China,1518125611236,,,,
John Kapoor,Kapoor,john-kapoor,john-kapoor,,healthcare,Healthcare,M,United States,1538748635316,,,,//specials-images.forbesimg.com/imageserve/59dd31e4a7ea436b47b3ac5b/416x416.jpg?background=000000&cropX1=560&cropX2=1413&cropY1=249&cropY2=1101
Kim Beom-Su,Kim,kim-beom-su,kim-beom-su,-2.003,online services,Technology,M,South Korea,1547574901333,2276.381,1000,1000,//specials-images.forbesimg.com/imageserve/5b15a94631358e612fbb1daf/416x416.jpg?background=000000&cropX1=33&cropX2=704&cropY1=0&cropY2=672
Koo Bon-Moo,Koo,koo-bon-moo,koo-bon-moo,,"electronics, chemicals, household products",Technology,M,South Korea,1518125969089,,,,//specials-images.forbesimg.com/imageserve/5a8104694bbe6f2652f5445a/416x416.jpg?background=000000&cropX1=1026&cropX2=3498&cropY1=384&cropY2=2853
Willibert Krueger,Krueger,willibert-krueger,no-pic,0,food processing,Food and Beverage,M,Germany,1547574901334,1857.966,1224,1224,//specials-images.forbesimg.com/imageserve/5a7e5e774bbe6f2652f52a06/416x416.jpg?background=000000&cropX1=8&cropX2=3521&cropY1=370&cropY2=3886
Lim Oon Kuin,Lim,lim-oon-kuin,no-pic,0,oil trading,Energy,M,Singapore,1547574901334,1690.274,1323,1323,//specials-images.forbesimg.com/imageserve/5b50f2f2a7ea434a79787461/416x416.jpg?background=000000&cropX1=3&cropX2=1339&cropY1=23&cropY2=1360
Lin Jianhua,Lin,lin-jianhua,lin-jianhua,34.501,solar panel components,Manufacturing,M,China,1547574901334,1743.603,1295,1295,//specials-images.forbesimg.com/imageserve/56c704e4e4b062f6b59a187d/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=208&cropY2=951
Aloke Lohia,Lohia,aloke-lohia,aloke-lohia,-28.425,petrochemicals,Manufacturing,M,India,1547574901333,2598.459,852,852,//specials-images.forbesimg.com/imageserve/5ad8dda34bbe6f2310f30c4c/416x416.jpg?background=000000&cropX1=1257&cropX2=2794&cropY1=406&cropY2=1943
Miguel McKelvey,McKelvey,miguel-mckelvey,no-pic,0,WeWork,Real Estate,M,United States,1547574901333,2889,758,758,//specials-images.forbesimg.com/imageserve/5a8ee5124bbe6f2652f636b7/416x416.jpg?background=000000&cropX1=956&cropX2=1462&cropY1=308&cropY2=813
Gary Michelson,Michelson,gary-michelson,gary-michelson,0,medical patents,Healthcare,M,United States,1547574901334,1760,1279,1279,//specials-images.forbesimg.com/imageserve/5a84b50f31358e4955ad7bea/416x416.jpg?background=000000&cropX1=0&cropX2=1708&cropY1=114&cropY2=1823
Nirav Modi,Modi,nirav-modi,nirav-modi,,diamond jewelry,Fashion & Retail,M,India,1519934830601,,,,//specials-images.forbesimg.com/imageserve/5a7f3f07a7ea431690132aab/416x416.jpg?background=000000&cropX1=655&cropX2=3154&cropY1=1359&cropY2=3858
Mofatraj Munot,Munot,mofatraj-munot,mofatraj-munot,0.645,real estate,Real Estate,M,India,1547574901334,1214.977,1755,1755,http://specials-images.forbesimg.com/imageserve/7c6c5d8021800a5b72c6170da704db3c/416x416.jpg?background=000000&cropX1=56&cropX2=567&cropY1=31&cropY2=542
Martin Naughton,Naughton,martin-naughton,martin-naughton,,heating equipment,Manufacturing,M,Ireland,1538748818666,,,,//specials-images.forbesimg.com/imageserve/589f81eaa7ea431f32194c5e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=44&cropY2=788
Ranjan Pai,Pai,ranjan-pai,ranjan-pai,0,education,Service,M,India,1547574901334,1882.923,1205,1205,//specials-images.forbesimg.com/imageserve/58a223cda7ea431f32197037/416x416.jpg?background=000000&cropX1=93&cropX2=636&cropY1=266&cropY2=809
Tor Peterson,Peterson,tor-peterson,no-pic,2.127,commodities,Metals & Mining,M,United States,1547574901334,1721.985,1305,1305,
Matthias Reinhart,Reinhart,matthias-reinhart,matthias-reinhart,0,finance,Finance and Investments,M,Switzerland,1547574901334,1660.693,1347,1347,//specials-images.forbesimg.com/imageserve/56ca031de4b062f6b59a2dd5/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=50&cropY2=791
Brian Roberts,Roberts,brian-roberts,brian-roberts,4.727,Comcast,Service,M,United States,1547574901334,1713.169,1313,1313,//specials-images.forbesimg.com/imageserve/5a8ed6584bbe6f2652f63496/416x416.jpg?background=000000&cropX1=1826&cropX2=2915&cropY1=107&cropY2=1196
Vito Rodriguez Rodriguez,Rodriguez Rodriguez,vito-rodriguez-rodriguez,no-pic,0,processed milk,Diversified,M,Peru,1547574901334,1520.405,1448,1448,
Daniel Roullier,Roullier,daniel-roullier,no-pic,,animal feed,Food and Beverage,M,France,1518125978803,,,,//specials-images.forbesimg.com/imageserve/58a1b55da7ea431f32196252/416x416.jpg?background=000000&cropX1=31&cropX2=744&cropY1=151&cropY2=865
Dieter Schnabel,Schnabel,dieter-schnabel,dieter-schnabel,0,chemicals,Manufacturing,M,Germany,1547574901334,1044.534,1952,1952,//specials-images.forbesimg.com/imageserve/56c9cd37e4b062f6b59a2c63/416x416.jpg?background=000000&cropX1=2&cropX2=701&cropY1=226&cropY2=925
Thaksin Shinawatra,Shinawatra,thaksin-shinawatra,thaksin-shinawatra,1.506,investments,Finance and Investments,M,Thailand,1547574901334,1786.006,1258,1258,//specials-images.forbesimg.com/imageserve/5ad8e23531358e4112b82f21/416x416.jpg?background=000000&cropX1=199&cropX2=1687&cropY1=89&cropY2=1577
Shuai Fangwen,Shuai,shuai-fangwen,no-pic,,pharmaceuticals,Healthcare,M,China,1519935175183,,,,
Peter Sondakh,Sondakh,peter-sondakh,peter-sondakh,-0.227,investments,Finance and Investments,M,Indonesia,1547574901334,1744.001,1294,1294,//specials-images.forbesimg.com/imageserve/5c09702ca7ea437059198481/416x416.jpg?background=000000&cropX1=40&cropX2=1486&cropY1=463&cropY2=1908
Henry Swieca,Swieca,henry-swieca,henry-swieca,0,hedge funds,Finance and Investments,M,United States,1547574901334,1780.2,1259,1259,//specials-images.forbesimg.com/imageserve/5a84af4b31358e4955ad7b2f/416x416.jpg?background=000000&cropX1=1314&cropX2=2556&cropY1=18&cropY2=1259
Katsumi Tada,Tada,katsumi-tada,katsumi-tada,0.02,real estate,Real Estate,M,Japan,1547574901333,2132.075,1083,1083,//specials-images.forbesimg.com/imageserve/10c5ecbe5c4b5ce4febd3e3afc9a5196/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=46&cropY2=418
Hamdi Ulukaya,Ulukaya,hamdi-ulukaya,hamdi-ulukaya,0,Chobani yogurt,Food and Beverage,M,Turkey,1547574901334,1713.328,1312,1312,//specials-images.forbesimg.com/imageserve/5a814997a7ea43169013423c/416x416.jpg?background=000000&cropX1=510&cropX2=2960&cropY1=0&cropY2=2449
Masateru Uno,Uno,masateru-uno,no-pic,55.96,drugstores,Fashion & Retail,M,Japan,1547574901334,1940.095,1185,1185,
Sandro Veronesi,Veronesi,sandro-veronesi,sandro-veronesi,-15.727,fashion,Fashion & Retail,M,Italy,1547574901334,1867.507,1216,1216,//specials-images.forbesimg.com/imageserve/5a7f9f624bbe6f2652f533f6/416x416.jpg?background=000000&cropX1=458&cropX2=3372&cropY1=8&cropY2=2923
Jitendra Virwani,Virwani,jitendra-virwani,jitendra-virwani,0,real estate,Real Estate,M,India,1547574901333,2284.705,988,988,//specials-images.forbesimg.com/imageserve/59cc144ea7ea434a34f46ccd/416x416.jpg?background=000000&cropX1=626&cropX2=3974&cropY1=0&cropY2=3346
Christine Volkmann,Volkmann,christine-volkmann,no-pic-female,,auto parts,Automotive,F,Germany,1518125981044,,,,
